track_uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,song_length
0X1FYVkgy7Tfw79cY3C7lx,0.361,0.446,0,-6.044,0,0.0281,0.95,1.32e-05,0.132,0.212,155.542,4,250.0
67ByPZWH3E3peoesXrY3Nx,0.415,0.266,0,-8.44,1,0.0307,0.957,1.05e-06,0.183,0.284,138.079,4,228.293
68EMU2RD1ECNeOeJ5qAXCV,0.728,0.563,1,-8.053,0,0.134,0.621,0.0,0.179,0.352,100.017,4,217.707
5U8hKxSaDXB8cVeLFQjvwx,0.784,0.85,9,-3.679,1,0.0691,0.0492,0.0,0.112,0.567,110.004,4,250.189
6Jii58ZWSCctvpQ3RHaodB,0.442,0.438,10,-7.818,1,0.107,0.798,0.0,0.107,0.197,77.917,4,186.947
6eUouFqCAodbsNRlndqHb2,0.613,0.638,4,-6.754,0,0.136,0.321,0.0,0.162,0.42,101.824,4,166.053
3UD3HNtCYunRSbogkXPVYh,0.693,0.566,3,-6.42,1,0.0755,0.112,0.0,0.112,0.427,90.06,4,175.253
71MEFMeMFgELWkgmsPVeN5,0.496,0.49,0,-6.752,1,0.0423,0.413,0.0,0.117,0.273,118.387,3,232.2
6ZpR2XFuQJSHAQwg9495KZ,0.502,0.777,1,-4.627,1,0.0934,0.117,2.91e-06,0.0957,0.356,174.153,4,242.069
4OZEu0Vwq0RB2LAq14v99n,0.611,0.7,9,-5.331,1,0.0436,0.0199,0.0,0.0549,0.213,104.981,4,220.573
3fZxUliH1mmxKugaa2E5QK,0.691,0.71,6,-6.346,1,0.141,0.0193,3.84e-06,0.0698,0.39,104.854,4,197.455
66hayvUbTotekKU3H4ta1f,0.432,0.781,4,-4.038,0,0.0567,0.041,4.21e-06,0.0789,0.197,139.432,4,250.286
0fmFX2bQOdqJ1hVlSxRl2F,0.492,0.831,5,-3.637,1,0.0863,0.0294,0.0,0.101,0.603,88.831,4,212.371
1JsUAmsjNz6oGuRTFG93qH,0.803,0.631,8,-4.213,1,0.0444,0.102,7.39e-06,0.0858,0.659,104.999,4,216.575
2Zgnaip1c876zmBhz9HifI,0.544,0.745,3,-3.401,1,0.0276,0.439,0.0,0.348,0.455,103.971,4,195.547
1MtTwmIGJEw5kCxeU3LQp3,0.76,0.585,9,-7.008,1,0.0669,0.045,0.0,0.0897,0.431,102.994,4,204.133
1yJZwBqTyGTB7mz8nZyiel,0.629,0.577,5,-9.306,1,0.0306,0.293,0.00115,0.109,0.171,93.997,4,188.96
6zR5rIivVSMFkgzIkVp8l9,0.599,0.548,9,-5.911,1,0.0323,0.505,0.0,0.0898,0.518,121.163,4,183.68
1Z5onEoRrlZuj53i7F6klF,0.785,0.498,4,-8.749,0,0.0704,0.436,0.0,0.347,0.679,95.021,4,167.797
148iKYznRW7IcRbSWJm8ZK,0.62,0.492,4,-9.072,0,0.0359,0.576,0.0,0.0978,0.389,90.035,4,216.44
4HqU80xAozomP0XtgxAu6w,0.678,0.291,4,-10.339,1,0.0437,0.818,6.08e-05,0.706,0.497,121.092,4,209.307
24fXShNbufmThxBTWWPfO1,0.544,0.847,2,-4.794,1,0.0385,0.0462,0.0,0.336,0.168,97.974,4,184.133
0gqhpEUEdN4aVEwwM7ZJJi,0.466,0.615,2,-6.758,1,0.0358,0.108,0.0,0.085,0.0392,101.979,4,261.0
1mXuMM6zjPgjL4asbBsgnt,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,4,227.893
4kgsK0fftHtg9gZOzkU5T2,0.645,0.589,6,-6.131,1,0.0523,0.00396,0.0,0.145,0.35,131.899,4,215.672
62yJjFtgkhUrXktIoSjgP2,0.448,0.784,9,-3.686,1,0.0627,0.106,0.000108,0.668,0.236,136.245,4,186.813
4dASQiO1Eoo3RJvt74FtXB,0.502,0.786,9,-4.378,0,0.317,0.255,0.0,0.65,0.739,169.021,4,243.491
3rhITD3Q7qlOMCebBTHL8N,0.401,0.879,7,-7.011,0,0.0508,0.0418,0.0,0.187,0.212,131.901,4,262.573
5EnYT6F7wEcdege6mDHEfO,0.801,0.727,0,-4.687,1,0.0606,0.0864,0.00406,0.112,0.218,107.371,4,234.373
7KxhSJOYiqCDclXDBNlFSZ,0.757,0.884,10,-5.488,0,0.0404,0.00795,5.87e-05,0.0973,0.398,120.012,4,217.907
5NWkcp3yAY0gWcHBv5xvH1,0.675,0.603,11,-3.996,0,0.0324,0.0258,0.0,0.222,0.413,98.008,4,229.08
7xHWNBFm6ObGEQPaUxHuKO,0.668,0.725,1,-6.127,1,0.266,0.0102,0.000479,0.0561,0.729,191.944,4,210.227
0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,11,-4.275,1,0.0456,0.117,0.0,0.0939,0.438,124.944,4,202.747
1YyWhuvE5ZKN9S295kuVZb,0.429,0.234,7,-8.398,1,0.0341,0.91,1.22e-06,0.11,0.183,174.277,4,222.0
01fFmXmAsNP4ahSVtLUfo9,0.738,0.752,7,-6.637,1,0.0573,0.109,6.41e-06,0.0905,0.576,96.985,4,201.311
75RzR4hw5KvSxxQizFvibz,0.507,0.471,1,-6.888,1,0.0322,0.839,0.0,0.0862,0.391,73.186,4,204.96
6f3Kn4QtwZPU2IvwwDSbLF,0.657,0.828,5,-5.544,1,0.0728,0.00847,0.0,0.326,0.566,115.954,4,196.787
4HZujMI13c3T4oaYyqyjcE,0.716,0.302,2,-11.119,1,0.0683,0.949,0.000147,0.118,0.492,90.004,4,203.267
14WWzenpaEgQZlqPq2nk4v,0.725,0.534,11,-6.238,1,0.0946,0.0752,0.0,0.0919,0.558,91.974,4,219.32
5ukF3HS95tWV0eoSX5qAdt,0.676,0.391,2,-6.601,1,0.0322,0.393,0.0,0.115,0.527,124.992,3,241.893
5iKYddTv4wFIdNGVlc5VRL,0.613,0.424,0,-9.757,1,0.0297,0.798,0.0,0.149,0.508,95.793,4,199.013
75ty8NKQyxRKZQfi6X5zK7,0.473,0.328,11,-5.82,0,0.0389,0.625,0.0,0.101,0.256,175.277,3,215.773
2dOTkLZFbpNXrhc24CnTFd,0.604,0.787,0,-3.674,0,0.103,0.0679,0.15,0.127,0.301,126.062,4,245.04
1xznGGDReH1oQq0xzbwXa3,0.791,0.619,1,-5.886,1,0.0532,0.00784,0.00423,0.351,0.371,103.989,4,173.987
5pqhl8y5GDxgSpaCgtaIgb,0.56,0.704,11,-5.719,0,0.0901,0.237,0.0,0.254,0.375,149.888,3,198.227
75JFxkI2RXiU7L9VXzMkle,0.557,0.442,5,-7.224,1,0.0243,0.731,1.46e-05,0.11,0.213,146.277,4,309.6
7LVHVU3tWfcxj5aiPFEW4Q,0.209,0.417,3,-8.74,1,0.0338,0.164,0.00196,0.113,0.124,138.178,4,295.533
3hRZsdTF5uyGA2uhNqEuhm,0.517,0.552,0,-6.401,1,0.039,0.375,0.0,0.106,0.196,153.747,4,223.044
1vvNmPOiUuyCbgWmtc6yfm,0.818,0.913,4,-3.06,0,0.0426,0.093,3.69e-05,0.161,0.536,119.986,4,219.16
3VxN2LPIFqCKBC2ke0m4kZ,0.448,0.348,11,-6.647,0,0.0383,0.727,0.0,0.11,0.441,147.569,4,219.16
0EcLlxfFDGPU7NGmOIhL1g,0.703,0.754,9,-5.12,1,0.0639,0.0633,0.0,0.0681,0.514,93.989,4,211.24
6gBwaCbb1lKHvlN9mVOVAg,0.535,0.371,5,-7.101,1,0.0525,0.817,0.0,0.111,0.439,122.551,4,216.015
60lwJa695S26FsYbhCVFVa,0.681,0.594,7,-4.986,0,0.0486,0.0777,0.0,0.0961,0.417,120.141,4,208.729
4kVo85bcmBkvMBcJl42XCA,0.721,0.613,11,-7.051,0,0.0332,0.00745,2.55e-06,0.125,0.665,124.012,4,223.814
3UwT4FadEGWyMdaSwYcUBY,0.678,0.398,6,-8.413,0,0.0315,0.738,0.0,0.117,0.202,111.833,4,232.852
1CxLWO9XW1aK4yv7zViVdn,0.715,0.566,9,-7.536,1,0.0411,0.0375,0.0,0.107,0.509,93.998,4,185.281
3S4px9f4lceWdKf0gWciFu,0.628,0.698,6,-5.608,0,0.105,0.0472,0.00143,0.0907,0.732,89.976,4,211.667
4exKBPywrjt5lTMhBhpD1G,0.744,0.595,9,-6.076,0,0.0782,0.181,5.89e-05,0.148,0.56,94.92,4,173.203
40EB7ABUO6MoWMUwPKptJ7,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,4,260.533
2S9Hmv3pv86ScVA8XnFmOW,0.671,0.885,0,-3.464,1,0.132,0.0451,0.0,0.46,0.525,142.02,4,278.64
3gcT0qbO6Lha9cLpJlZELy,0.387,0.376,9,-6.743,0,0.0338,0.881,0.0,0.851,0.395,116.667,3,279.828
2zDt2TfQbxiSPjTVJTgbwz,0.724,0.628,4,-4.219,1,0.0962,0.409,0.0,0.105,0.524,99.898,4,181.88
1sCxVKWImDZSZKvG0U9B23,0.953,0.41,1,-6.543,1,0.0705,0.175,0.0,0.0768,0.718,121.074,4,214.648
5SAckbSHhNJ41b3bn5XwPL,0.596,0.576,3,-7.636,1,0.103,0.31,0.0,0.112,0.159,107.963,4,250.467
4fcldiaLuLtByymqHk8XDX,0.74,0.793,0,-5.38,1,0.0681,0.0224,0.0,0.0302,0.636,101.066,4,187.44
5rwdhliMmo0aAQ08vU0AOZ,0.742,0.713,1,-5.522,0,0.0303,0.0205,0.0,0.059,0.879,120.032,4,189.96
7q7jtUR31u1Pt9z7VL9nx2,0.618,0.837,6,-6.142,0,0.0515,0.032,0.0,0.0475,0.434,126.082,4,219.493
1wC93sZRGcTgKLN2UWRSwW,0.621,0.574,1,-5.325,0,0.0555,0.00289,3.04e-05,0.128,0.537,104.344,4,221.874
1UZOjK1BwmwWU14Erba9CZ,0.573,0.781,8,-6.406,1,0.0555,0.0767,2.64e-05,0.0813,0.343,139.934,4,231.907
2y4lAQpi5VTNLu2ldeTdUH,0.613,0.622,1,-5.794,0,0.0334,0.00882,0.0,0.37,0.484,80.003,4,231.24
2vwlzO0Qp8kfEtzTsCXfyE,0.53,0.422,5,-6.262,1,0.0342,0.407,0.0,0.107,0.349,119.964,4,221.36
0bOH2yZkaVSg2OdegIlp2J,0.661,0.762,5,-4.307,1,0.0402,0.452,0.0,0.162,0.583,101.99,4,224.224
2vAOFMZhqLHyKU9eInV2e5,0.64,0.509,1,-9.131,1,0.0313,0.0156,0.000187,0.113,0.197,100.002,4,240.16
7EmGUiUaOSGDnUUQUDrOXC,0.715,0.802,11,-4.647,0,0.0394,0.139,0.0,0.177,0.327,124.989,4,197.993
0ofbQMrRDsUaVKq2mGLEAb,0.768,0.517,7,-4.323,0,0.0312,0.186,3.8e-05,0.104,0.418,104.992,4,216.897
29Key5Lj0YlIMH8JzRDy6U,0.449,0.892,2,-3.002,1,0.225,0.0044,0.0,0.126,0.416,176.129,4,272.417
1t4GGj1EkplnVWq0A2yRHW,0.0632,0.172,6,-15.992,0,0.0403,0.355,0.887,0.131,0.032,68.498,5,230.997
4xMBL6zax57S2EHzI2Vloy,0.76,0.524,1,-7.67,0,0.0323,0.0542,0.5,0.112,0.112,119.603,4,270.307
5liQj4sVRmEEESvvcb64o8,0.876,0.716,1,-6.884,1,0.135,0.0468,0.000482,0.0667,0.755,131.942,4,170.48
0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,8,-6.312,1,0.0232,0.163,0.0,0.106,0.168,95.05,3,263.4
5MFzQMkrl1FOOng9tq6R9r,0.783,0.623,7,-6.126,1,0.08,0.338,0.0,0.0975,0.447,100.048,4,214.48
6C6Djv7h1UqElnByZILiF0,0.408,0.851,2,-5.584,1,0.037,0.00154,0.0,0.273,0.486,174.595,4,259.16
3eYrwDVVgzwQIx32llw6qO,0.555,0.762,7,-4.805,0,0.0416,0.00538,6.03e-06,0.55,0.386,179.756,4,223.546
4Lpaa6NHZxy2wopPDHEP5V,0.296,0.0332,2,-22.854,1,0.0338,0.84,0.548,0.103,0.0474,87.029,3,186.72
78SX605WEbkx8AwYeO3qp3,0.364,0.102,4,-24.264,0,0.0287,0.879,0.837,0.0852,0.0327,91.93,4,240.4
7EjupplL2gQyoMJLznKttR,0.341,0.111,9,-20.096,0,0.0442,0.956,0.934,0.0977,0.0504,119.94,4,268.987
4HQwA2fa4LNTy3K7PFTpjm,0.281,0.0734,11,-19.304,0,0.0381,0.978,0.908,0.0869,0.045,69.153,4,280.133
1ToSqLRJzFnnMkphAW31Kk,0.286,0.158,2,-10.476,1,0.0411,0.968,0.0299,0.101,0.0794,145.438,4,214.213
2GDJeL7Y62HQHMUvN7qMwA,0.519,0.309,0,-15.059,1,0.0341,0.668,0.848,0.0726,0.102,134.001,4,93.031
5e9aJx858GyMdaJMRgZIEM,0.384,0.0213,4,-32.061,1,0.0378,0.964,0.944,0.071,0.0693,93.999,1,127.347
6s4PRtqIo5SLPQXCWF39iu,0.15,0.0269,2,-24.639,0,0.0394,0.905,0.749,0.076,0.0676,87.953,4,123.28
1U1LAYpBtnMJGQZpeOL3G1,0.216,0.264,0,-10.647,1,0.033,0.538,0.683,0.0876,0.0375,108.513,3,322.325
0TRksxIuR5M7UgFqEPaubF,0.219,0.237,9,-17.665,0,0.0354,0.9,0.917,0.0979,0.0674,127.098,4,410.08
36VJpYKqYyaUEGgXhIuUKK,0.218,0.0518,9,-19.988,1,0.0382,0.89,0.885,0.0717,0.0351,104.37,3,278.76
6rIX9CdvalvYm6ehY2Tx7L,0.291,0.261,11,-11.112,1,0.0313,0.48,7.61e-05,0.113,0.122,99.689,4,249.238
0CR606mUc1z2yZW9Ufde6o,0.583,0.0913,9,-20.068,1,0.0359,0.958,0.866,0.107,0.237,119.986,4,141.52
2UYdN1dtLyc6YHzx0Iqeom,0.44,0.159,0,-19.11,1,0.0391,0.964,0.9,0.137,0.0679,139.849,5,68.707
4rUPBPOoVwQMv7tL4VvMIb,0.391,0.214,2,-18.899,0,0.0343,0.757,0.943,0.11,0.0337,106.196,3,124.773
4W0rc6FotDXn0jMIH9zXDd,0.194,0.226,8,-22.08,1,0.0532,0.888,0.904,0.108,0.0393,74.651,1,292.323
4NICjgGXc9Gujpv2FfeosZ,0.213,0.0831,0,-19.623,1,0.0478,0.981,0.545,0.0718,0.0345,68.101,3,137.72
2f79JP5rd8e94v6pXrECUB,0.142,0.0476,2,-23.968,1,0.0472,0.965,0.976,0.106,0.0362,102.568,4,302.68
76f8L2ckuEdfqu2JD9oaD1,0.418,0.217,5,-20.621,1,0.0399,0.871,0.938,0.131,0.0379,95.996,4,335.827
5um7AQjtBPSOt6WOM4XAEI,0.126,0.0128,4,-35.296,1,0.0405,0.963,0.976,0.0677,0.0309,95.995,4,172.347
55gUKnpyMQ4X5Gds6f2Shy,0.534,0.87,4,-13.195,0,0.0445,0.103,0.819,0.0892,0.168,120.005,4,483.36
08QKQpWT984FUydn7qpNGg,0.193,0.456,7,-19.975,0,0.054,0.863,0.911,0.101,0.0379,115.539,4,156.773
7wOgJQ6YPnBPv930cYZAgA,0.323,0.682,0,-11.898,0,0.0544,0.0929,0.744,0.101,0.0316,108.012,4,362.107
5eeBoptaR9wfFe5csGjIMP,0.0714,0.187,3,-17.419,1,0.0477,0.676,0.945,0.102,0.0331,182.576,4,351.64
50KpZ6oMPMwuOgpAg1bA0K,0.251,0.0575,9,-16.985,0,0.0293,0.605,0.922,0.098,0.0371,95.947,4,219.093
3kfxarilcBr81mb2hmZLeh,0.671,0.314,5,-8.091,0,0.244,0.11,0.0,0.0825,0.296,110.898,4,191.6
0XLOf9LhyazPX9Ld8jPiUq,0.708,0.61,2,-4.522,1,0.0574,0.0204,4.45e-06,0.0641,0.305,123.038,4,186.113
28TsxoTH64lknnoa9q4gq2,0.71,0.727,7,-5.933,1,0.116,0.00307,0.000474,0.0711,0.7,105.998,4,213.427
3ZDqEhR3yfrcnOWi0g5YGD,0.689,0.886,11,-4.266,1,0.0424,0.0228,0.0,0.275,0.936,142.017,4,205.027
1eq1wUnLVLg4pdEfx9kajC,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,4,228.093
13vKhp8rfCrqR6Qa1QmzoG,0.422,0.692,3,-5.447,1,0.0549,0.0493,2.57e-05,0.177,0.197,184.014,4,245.56
23L5CiUhw2jV1OIMwthR3S,0.501,0.519,4,-5.88,0,0.0409,0.109,0.0,0.454,0.168,133.99,4,195.707
5PKWUDfQFtc5qqo8cs1gQp,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,4,242.974
6QPKYGnAW9QozVz2dSWqRg,0.554,0.321,9,-8.251,1,0.028,0.893,0.0,0.0996,0.288,135.047,4,285.24
6kwAbEjseqBob48jCus7Sz,0.421,0.791,9,-4.998,1,0.0496,0.0117,1.48e-05,0.146,0.499,130.075,4,257.2
4VrWlk8IQxevMvERoX08iC,0.399,0.787,1,-2.88,1,0.0499,0.0197,6.07e-05,0.0685,0.572,117.089,5,216.12
3AJwUDP919kvQ9QcozQPxg,0.429,0.661,11,-7.227,1,0.0281,0.00239,0.000121,0.234,0.285,173.372,4,266.773
62aXseVSNAFLRweK5nyb3F,0.691,0.79,0,-5.216,0,0.0561,0.0243,0.0,0.0453,0.734,95.047,4,210.587
5VRn40H9zvOhxKVbF1og8d,0.508,0.126,7,-20.839,1,0.0374,0.894,0.867,0.102,0.399,103.993,4,123.158
5HWxgC3keVkGAOpxQdaBoK,0.408,0.0657,2,-25.193,1,0.0338,0.991,0.92,0.115,0.257,94.623,4,122.296
5sY8PrKuyiAXV8resJ25Dp,0.391,0.00302,9,-21.328,1,0.0389,0.995,0.944,0.115,0.586,70.614,3,139.291
3mr584ZFSkZrWja9kJAzlb,0.346,0.552,0,-6.864,0,0.0282,0.417,0.0,0.114,0.0789,75.881,4,286.482
4QmVwOTAzBcK6NvRzohOnS,0.585,0.559,1,-7.028,1,0.0406,0.00605,0.0,0.118,0.295,127.981,4,210.0
2jG6ifTWXk0AvonlgcXGgZ,0.925,0.443,1,-8.216,1,0.264,0.0172,0.0,0.276,0.35,136.078,4,236.615
6Q9AAmKg7qAs2ub41PoQOX,0.609,0.338,2,-11.826,0,0.0584,0.00064,0.0,0.124,0.305,59.506,4,65.693
0vAio6riryryWWwmkKbBfC,0.507,0.207,0,-10.215,1,0.0998,0.931,0.0,0.229,0.774,68.6,4,158.72
3Sfz97E5X6dm1172XOZ8wO,0.719,0.806,1,-3.749,0,0.152,0.0734,0.0,0.576,0.722,127.942,4,210.813
2jYmE3Xg0iNDySUm4mqy6Q,0.467,0.957,10,-4.846,1,0.0454,0.000241,5.62e-06,0.595,0.445,143.832,4,194.333
5MMnwYs0hIxkENRsbkWJ2G,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,4,340.742
7z1xQUZKgpXXdCquuSRjRC,0.56,0.933,5,-5.54,1,0.0629,0.00219,0.0,0.114,0.581,103.05,4,276.973
5lQfI9cYzezWGvqwrWkzqh,0.655,0.79,0,-8.928,1,0.0308,0.101,0.000155,0.36,0.858,118.979,4,234.827
6OZh916QF8XNunWaP97WEZ,0.459,0.587,9,-6.983,1,0.0785,0.453,0.0,0.307,0.581,113.901,4,212.424
2M9ro2krNb7nr7HSprkEgo,0.711,0.292,4,-15.523,0,0.037,0.313,0.0,0.131,0.194,103.951,4,296.8
79ms40oOzof3LMyrrXDXtJ,0.577,0.17,9,-12.979,1,0.0462,0.865,0.0,0.133,0.36,174.192,4,272.967
5Orlnis8mwywCBgZG7VTjV,0.614,0.749,5,-5.292,1,0.0771,0.36,0.0,0.109,0.344,149.815,4,180.8
3a1EEmLANv2Mc82WT3hsTL,0.588,0.791,7,-5.595,1,0.0402,0.00245,0.00258,0.118,0.487,94.933,4,231.0
21MuKxxxaah6C4fkIHTv2G,0.646,0.794,7,-6.104,1,0.19,0.0885,6.16e-06,0.201,0.287,170.216,4,211.933
2QbFClFyhMMtiurUjuQlAe,0.775,0.617,7,-6.166,1,0.0701,0.341,0.0,0.0985,0.485,100.048,4,214.265
5nA67Y0XX9JipZwYxX7Gl7,0.687,0.409,9,-7.751,1,0.0311,0.71,0.0,0.126,0.16,111.861,4,232.6
4nVBt6MZDDP6tRVdQTgxJg,0.6,0.663,3,-5.802,1,0.0477,0.225,0.0,0.119,0.286,121.07,4,245.493
39IsH7B5byx8NRlEKlZVg9,0.703,0.868,7,-4.661,0,0.0291,0.15,0.132,0.104,0.733,121.03,4,193.613
7eGpQgpepXm1MJ80Zhoipv,0.631,0.841,9,-2.785,1,0.0525,0.23,3.93e-06,0.338,0.843,94.984,4,177.613
61EKTMo1c4ax0Rxd8WH6j8,0.694,0.573,10,-7.105,1,0.0329,0.016,0.0,0.0498,0.378,105.948,4,185.867
0JlLIcpqvp8XbO03z99k4o,0.684,0.837,0,-5.46,1,0.0307,0.0276,2.98e-05,0.0627,0.565,115.94,4,238.973
4UgoXTsKI19EdofRMiqhp0,0.571,0.886,7,-3.377,1,0.463,0.0804,0.0,0.122,0.656,88.808,4,370.133
17baAghWcrewNOcc9dCewx,0.621,0.672,4,-3.892,0,0.276,0.21,0.0,0.13,0.228,83.808,4,251.267
3cFsmM51N5zMAuu1nNY4Tw,0.741,0.891,7,-2.824,1,0.119,0.0437,0.0,0.256,0.449,102.002,4,221.176
3NdDpSvN911VPGivFlV5d0,0.735,0.451,0,-8.374,1,0.0585,0.0631,1.3e-05,0.325,0.0862,117.973,4,245.2
5mY6VWwXebTz2ogbyLOlhF,0.686,0.811,10,-5.338,1,0.0495,0.00115,0.0,0.148,0.752,114.015,4,238.427
22Je85Q7fw8oVDRIHiv4z3,0.906,0.525,2,-4.47,1,0.181,0.0508,0.0,0.148,0.141,138.022,4,307.66
0TI8TP4FitVPoEHPTySx48,0.332,0.769,9,-11.503,1,0.0765,0.00367,0.00413,0.0372,0.525,157.378,4,354.774
0chdEzeIcgfNYbWJBpgvzR,0.612,0.904,4,-6.076,0,0.429,0.182,0.0,0.17,0.555,75.801,4,274.627
4tVybkClyH0hjL8jzMq3sH,0.504,0.729,8,-5.624,1,0.103,0.0808,0.0,0.0948,0.535,109.71,4,177.023
3ibRxEv4KkcU9e259eyNJA,0.789,0.767,9,-4.612,0,0.0715,0.00812,0.000348,0.101,0.637,99.957,4,167.311
0o9ivTBX7mjTnaUYF4Gk6t,0.318,0.308,5,-13.676,0,0.0285,0.438,0.889,0.109,0.0592,103.925,4,157.027
7aUuoq4oMfLxaLa5GVUDHi,0.59,0.578,10,-5.798,0,0.0528,0.612,0.000162,0.0837,0.264,81.663,4,219.56
6s3GEN8wK0OMzzzZbXj0fu,0.565,0.849,0,-3.516,0,0.0517,0.00868,4.68e-06,0.12,0.427,102.034,4,212.647
5troof8mcGO3AafoDbk1gc,0.766,0.709,9,-6.471,0,0.123,0.204,1.41e-05,0.126,0.506,128.07,4,211.853
5UEnHoDYpsxlfzWLZIc7LD,0.757,0.748,8,-5.794,0,0.473,0.17,0.0,0.0759,0.693,90.052,4,221.013
2XDhuJvvx2wcIROXbfTTYr,0.886,0.488,1,-5.628,0,0.184,0.166,0.0,0.343,0.114,130.064,4,315.347
3B7udSGy2PfgoCniMSb523,0.581,0.0549,10,-20.514,0,0.0397,0.559,0.0,0.0718,0.234,152.037,4,300.84
03U87iLxIu0MonYKasaKVe,0.353,0.495,2,-6.722,1,0.0364,0.661,1.05e-05,0.0923,0.161,132.638,3,274.668
6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,2,-4.868,1,0.0989,0.0232,1.14e-05,0.14,0.471,135.007,4,261.154
580t2NTEMOuCHV1sN3uhyD,0.752,0.678,5,-5.421,1,0.0646,0.085,1.64e-06,0.13,0.583,96.009,4,231.827
5PIBgH1cUFwu5IiUk9tnN9,0.468,0.444,9,-10.217,0,0.291,0.796,0.0,0.619,0.637,76.019,3,303.64
5BG3hnp2SmFmoBIs3YTqsm,0.836,0.544,7,-5.975,1,0.0943,0.0403,0.0,0.0824,0.51,97.028,4,217.947
1ixphys4A3NEXp6MDScfih,0.661,0.651,7,-3.771,0,0.0499,0.117,1.32e-05,0.056,0.368,87.46,4,202.915
6HK4YGOpZr1ost68QP3ul0,0.737,0.429,4,-10.252,0,0.0785,0.632,0.0,0.104,0.147,99.955,4,185.4
0pSBuHjILhNEo55xK1zrRt,0.804,0.886,1,-2.512,1,0.04,0.0837,0.0,0.266,0.789,144.946,4,238.587
1uWbDfijFPYi4ihj9uirNN,0.723,0.809,7,-3.081,0,0.0625,0.00346,0.00123,0.565,0.274,98.007,4,176.561
6RUKPb4LETWmmr3iAEQktW,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,4,247.16
2EBCVPNAG46nbgs6jXPGvv,0.747,0.716,11,-2.457,0,0.075,0.135,0.0,0.251,0.751,125.008,4,210.627
5s5t0OFg9lIlBFaCI14K1i,0.524,0.711,0,-5.494,0,0.0405,0.0567,0.0,0.134,0.539,203.867,4,257.133
05CgKydlFJALNy4JTHeMgs,0.744,0.821,7,-3.009,1,0.161,0.0113,0.0,0.259,0.762,145.982,4,252.96
6P2ffRHZZ8CdH3GfWq71Ci,0.657,0.826,7,-4.544,1,0.293,0.0228,0.000554,0.0967,0.26,85.064,4,254.76
6T8cJz5lAqGer9GUHGyelE,0.755,0.448,7,-9.587,1,0.107,0.0283,3.28e-05,0.514,0.318,77.179,4,198.96
3tvkzvUTF0yoq3pdBi81I0,0.663,0.846,0,-5.226,1,0.453,0.00472,0.0,0.292,0.526,75.137,4,255.84
3bidbhpOYeV4knp8AIu8Xn,0.641,0.922,2,-4.457,1,0.0786,0.0291,0.0,0.0862,0.847,146.078,4,258.343
67lnQ6r4oWKZcM8VxSwHq2,0.697,0.676,7,-6.134,1,0.0412,0.0101,2.66e-06,0.141,0.707,119.988,4,213.135
2LEF1A8DOZ9wRYikWgVlZ8,0.706,0.89,1,-4.444,0,0.0688,0.0588,0.00286,0.306,0.684,128.011,4,248.133
7e0JYBx8mE2DgPqSIioIZ2,0.512,0.931,0,-1.162,1,0.154,0.26,0.0,0.399,0.237,176.965,4,191.56
4nQkNmJJWnFIRsbIMeIrlX,0.591,0.898,6,-4.779,1,0.0336,0.0523,2.66e-06,0.411,0.478,107.092,4,193.6
3uRIGDDdT4tztwsOSLmjZg,0.581,0.824,0,-3.912,0,0.0377,0.0105,0.0,0.483,0.747,114.912,4,212.773
7KIbDUwumrpG5f30kEYW1v,0.648,0.931,1,-3.15,0,0.181,0.00937,0.0,0.752,0.744,153.649,4,213.067
63bsPe8aayiERVIgTV9EBS,0.644,0.863,5,-5.404,1,0.318,0.109,0.0,0.109,0.642,129.275,4,195.0
3QHPHLAkYV5cQBUYs6rowx,0.629,0.696,1,-5.572,0,0.348,0.0195,0.0,0.0554,0.623,93.034,4,207.627
00lNx0OcTJrS3MKHcB80HY,0.876,0.669,11,-6.054,0,0.138,0.163,0.0,0.185,0.682,124.007,4,213.947
6tXjP6xgPJ7Xr1igrO6bOE,0.835,0.669,6,-5.582,0,0.0643,0.0336,6.92e-05,0.0535,0.542,122.668,4,267.08
1sXUWdKx03aP9Gmzft58rt,0.683,0.427,8,-6.827,1,0.0777,0.368,0.0,0.0604,0.426,113.634,4,176.347
5hYTyyh2odQKphUbMqc5gN,0.314,0.555,9,-9.601,1,0.37,0.157,0.000108,0.067,0.159,179.666,4,175.517
2kqAtjOtQPAR0OiYUJR43k,0.64,0.82,1,-4.729,0,0.0464,0.00312,0.0,0.189,0.583,130.108,4,192.711
4d0vDZBKQFL4sVB47XbAnL,0.902,0.934,11,-2.345,1,0.272,0.00781,8.23e-05,0.194,0.867,150.029,4,156.8
